Nummer;Navn;Antall;
1293;Turøy;440;
1294;Schultz;440;
1295;Ottersen;440;
1296;Ribe;439;
1297;Børve;439;
1298;Adan;439;
1299;Østhus;438;
1300;Nybakk;438;
1301;Angelsen;438;
1302;Ugland;437;
1303;Rolfsen;437;
1304;Skogmo;436;
1305;Årdal;434;
1306;Wilberg;434;
1307;Tafjord;434;
1308;Fjelldal;434;
1309;Tomren;433;
1310;Slettebø;433;
1311;Asheim;433;
1312;Nydal;432;
1313;Lygre;432;
1314;Vagle;431;
1315;Kielland;431;
1316;Hartvigsen;431;
1317;Vangsnes;430;
1318;Tonning;430;
1319;Sømme;430;
1320;Minde;430;
1321;Lofthus;430;
1322;Venås;428;
1323;Urke;428;
1324;Stornes;428;
1325;Sandbakken;428;
1326;Holvik;428;
1327;Hellevik;428;
1328;Eklund;428;
1329;Winge;426;
1330;Solbakk;426;
1331;Sjåstad;426;
1332;Remøy;426;
1333;Hammersland;426;
1334;Austrheim;426;
1335;Torjussen;425;
1336;Skogly;425;
1337;Skage;425;
1338;Rødseth;425;
1339;Botnen;425;
1340;Moss;424;
1341;Leine;424;
1342;Kleveland;424;
1343;Halseth;424;
1344;Ekeland;424;
1345;Bolme;424;
1346;Svenningsen;423;
1347;Os;423;
1348;Myhrer;423;
1349;Heide;423;
1350;Sola;422;
1351;Eikemo;422;
1352;Eike;422;
1353;Nordeide;421;
1354;Kruse;421;
1355;Flo;421;
1356;Espe;421;
1357;Erland;421;
1358;Bunes;421;
1359;Bui;421;
1360;Truong;420;
1361;Støen;420;
1362;Fauskanger;420;
1363;Syrstad;419;
1364;Ottosen;419;
1365;Erikstad;419;
1366;Adam;419;
1367;Williams;418;
1368;Torvund;418;
1369;Engeset;418;
1370;Haugom;417;
1371;Aanes;417;
1372;Onarheim;416;
1373;Lee;416;
1374;Haugnes;416;
1375;Bjerga;416;
1376;Sjøli;415;
1377;Molnes;415;
1378;Hausken;415;
1379;Busch;415;
1380;Axelsen;415;
1381;Alfredsen;415;
1382;Vågenes;414;
1383;Varhaug;414;
1384;Trones;414;
1385;Kvalsund;414;
1386;Nese;413;
1387;Igland;413;
1388;Espeseth;413;
1389;Dang;413;
1390;Misje;412;
1391;Kryger;412;
1392;Holsen;412;
1393;Flem;412;
1394;Tømmerås;411;
1395;Torstensen;410;
1396;Stein;410;
1397;Smeby;410;
1398;Kåsa;410;
1399;Heyerdahl;410;
1400;Skjerven;409;
1401;Røvik;409;
1402;Lundgren;409;
1403;Hoang;409;
1404;Strømstad;408;
1405;Skjelstad;408;
1406;Mauseth;408;
1407;Langhelle;408;
1408;Landmark;408;
1409;Indrebø;408;
1410;Gramstad;407;
1411;Mæhle;406;
1412;Helgerud;406;
1413;Anda;406;
1414;Aasebø;406;
1415;Zakariassen;405;
1416;Værnes;405;
1417;Isachsen;405;
1418;Hystad;405;
1419;Granerud;405;
1420;Berdal;405;
1421;Alfsen;405;
1422;Stordal;404;
1423;Nordmo;404;
1424;Jones;404;
1425;Gram;404;
1426;Brandtzæg;404;
1427;Vea;403;
1428;Linde;403;
1429;Engebakken;402;
1430;Lervåg;401;
1431;Klemetsen;401;
1432;Bashir;401;
1433;Aarø;401;
1434;Vestbø;400;
1435;Rolstad;400;
1436;Nyvoll;400;
1437;Gill;400;
1438;Fiske;400;
1439;Sagstad;399;
1440;Røssland;399;
1441;Dahlstrøm;399;
1442;Bibi;399;
1443;Tunheim;398;
1444;Storøy;398;
1445;Klepp;398;
1446;Sørhaug;397;
1447;Nordhaug;397;
1448;Lysaker;397;
1449;Kjerstad;397;
1450;Kalvik;397;
1451;Jessen;397;
1452;Hjørnevik;397;
1453;Aanestad;397;
1454;Vabø;396;
1455;Stigen;396;
1456;Hatlestad;396;
1457;Stølan;395;
1458;Stava;395;
1459;Prytz;395;
1460;Myhra;395;
1461;Hatlen;395;
1462;Ege;395;
1463;Bjørkhaug;395;
1464;Aslam;395;
1465;Gustad;394;
1466;Engstrøm;394;
1467;Blakstad;394;
1468;Røsand;393;
1469;Rinde;393;
1470;Nyhagen;393;
1471;Malmo;393;
1472;Skei;392;
1473;Michalsen;392;
1474;Jespersen;392;
1475;Haakonsen;392;
1476;Sjøvold;391;
1477;Olsvik;391;
1478;Molland;391;
1479;Løyning;391;
1480;Vårdal;390;
1481;Sønsteby;390;
1482;Hegg;390;
1483;Nordtveit;389;
1484;Myrhaug;389;
1485;Bryhn;389;
1486;Rosnes;388;
1487;Rognlien;388;
1488;Norland;388;
1489;Kilen;388;
1490;Gudmestad;388;
1491;Dimmen;388;
1492;Storebø;387;
1493;Sem;387;
1494;Schøyen;387;
1495;Sakshaug;387;
1496;Fiksdal;387;
1497;Østlie;386;
1498;Myking;386;
1499;Lundemo;386;
1500;Brown;386;
1501;Ausland;386;
1502;Nordskog;385;
1503;Kråkenes;385;
1504;Steiro;384;
1505;Sandanger;384;
1506;Nordlie;384;
1507;Magnusson;384;
1508;Harestad;384;
1509;Ashraf;384;
1510;Yndestad;383;
1511;Vigre;383;
1512;Husa;383;
1513;Grønlund;383;
1514;Dalby;383;
1515;Reinholdtsen;382;
1516;Viste;381;
1517;Liu;381;
1518;Fossli;381;
1519;Follestad;381;
1520;Enersen;381;
1521;Bjørgen;381;
1522;Ulseth;380;
1523;Røberg;380;
1524;Rui;380;
1525;Mehus;380;
1526;Bue;380;
1527;Bjerkestrand;380;
1528;Zahl;379;
1529;Vestvik;379;
1530;Sandaker;379;
1531;Rud;379;
1532;Madland;379;
1533;Goa;379;
1534;Flatebø;379;
1535;Sjo;378;
1536;Sigurdsen;378;
1537;Samdal;378;
1538;Mellingen;378;
1539;Hagelund;378;
1540;Elverum;378;
1541;Tangstad;377;
1542;Rognerud;377;
1543;Ersland;377;
1544;Ditlefsen;377;
1545;Brunstad;377;
1546;Pollestad;376;
1547;Nysæter;376;
1548;Norberg;376;
1549;Bjerk;376;
1550;Sølvberg;375;
1551;Sletta;375;
1552;Silseth;375;
1553;Mykland;375;
1554;Kloster;375;
1555;Daae;375;
1556;Aulie;375;
1557;Velde;374;
1558;Tveitan;374;
1559;Thomas;374;
1560;Stange;374;
1561;Koch;374;
1562;Holum;374;
1563;Hennum;374;
1564;Hartmann;374;
1565;Torbjørnsen;373;
1566;Marøy;373;
1567;Løkås;372;
1568;Kvaal;372;
1569;Kalstad;372;
1570;Dyb;372;
1571;Anwar;372;
1572;Risvik;371;
1573;Landsem;371;
1574;Halstensen;371;
1575;Borch;371;
1576;Myre;370;
1577;Knapstad;370;
1578;Hofseth;370;
1579;Engedal;370;
1580;Birkenes;370;
1581;Utheim;369;
1582;Sørnes;369;
1583;Oma;369;
1584;Kvernmo;369;
1585;Grøtte;369;
1586;Elde;369;
1587;Dirdal;369;
1588;Soleng;368;
1589;Skogseth;368;
1590;Saga;368;
1591;Nævdal;368;
1592;Lysø;368;
1593;Bævre;368;
1594;Karlsrud;367;
1595;Ims;367;
1596;Arnøy;367;
1597;Sødal;366;
1598;Strømberg;366;
1599;Seglem;366;
1600;Karim;366;
1601;Juvik;366;
1602;Do;366;
1603;Tjøstheim;365;
1604;Slåen;365;
1605;Skogland;365;
1606;Fiskerstrand;365;
1607;Bjørseth;365;
1608;Vassbotn;364;
1609;Marken;364;
1610;Kvalvåg;364;
1611;Jordet;364;
1612;Havn;364;
1613;Rugland;363;
1614;Raja;363;
1615;Mellem;363;
1616;Kronstad;363;
1617;Høgseth;363;
1618;Hægeland;363;
1619;Flatland;363;
1620;Bøhler;363;
1621;Bjørnevik;363;
1622;Sommerstad;362;
1623;Østvik;361;
1624;Østberg;361;
1625;Tomter;361;
1626;Sandø;361;
1627;Nesbø;361;
1628;Mahamud;361;
1629;Friberg;361;
1630;Winsnes;360;
1631;Thøgersen;360;
1632;Heia;360;
1633;Hammervold;360;
1634;Eknes;360;
1635;Sandum;359;
1636;Myrstad;359;
1637;Åsland;358;
1638;Wallin;358;
1639;Ramsvik;358;
1640;Mohn;358;
1641;Lura;358;
1642;Jønsson;358;
1643;Haarr;358;
1644;Engevik;358;
1645;Engdal;358;
1646;Arneberg;358;
1647;Paulsrud;357;
1648;Heggheim;357;
1649;Frigstad;357;
1650;Flø;357;
1651;Tallaksen;356;
1652;Svela;356;
1653;Salamonsen;356;
1654;Reppe;356;
1655;Rein;356;
1656;Olavesen;356;
1657;Muri;356;
1658;Lassen;356;
1659;Krane;356;
1660;Hagenes;356;
1661;Asphaug;356;
1662;Thorsrud;355;
1663;Ranheim;355;
1664;Hall;355;
1665;Fischer;355;
1666;Walderhaug;354;
1667;Tveita;354;
1668;Stray;354;
1669;Reppen;354;
1670;Nur;354;
1671;Moldestad;354;
1672;Kallestad;354;
1673;Høgset;354;
1674;Halse;354;
1675;Formo;354;
1676;Ferkingstad;354;
1677;Aaberg;354;
1678;Skorstad;353;
1679;Sirevåg;353;
1680;Refvik;353;
1681;Lossius;353;
1682;Lium;353;
1683;Haugsdal;353;
1684;Claussen;353;
1685;Vigdal;352;
1686;Kyllingstad;352;
1687;Kvande;352;
1688;Klokk;352;
1689;Killi;352;
1690;Hebnes;352;
1691;Lende;351;
1692;Klæboe;351;
1693;Hegstad;351;
1694;Digernes;351;
1695;Berggren;351;
1696;Svingen;350;
1697;Risdal;350;
1698;Leithe;350;
1699;Heien;350;
1700;Haugvaldstad;350;
1701;Garvik;350;
1702;Trøan;349;
1703;Strømnes;349;
1704;Mittet;349;
1705;Jentoft;349;
1706;Chaudhry;349;
1707;Westrum;348;
1708;Sverdrup;348;
1709;Rokstad;347;
1710;Magnus;347;
1711;Flaa;347;
1712;Veum;346;
1713;Slinning;346;
1714;Aden;346;
1715;Woll;345;
1716;Vika;345;
1717;Ramsland;345;
1718;Kårstad;345;
1719;Klette;345;
1720;Høiseth;345;
1721;Bergman;345;
1722;Aagaard;345;
1723;Øvretveit;344;
1724;Tømte;344;
1725;Teien;344;
1726;Langøy;344;
1727;Karimi;344;
1728;Lilleng;343;
1729;Kolltveit;343;
1730;Klaussen;343;
1731;Berstad;343;
1732;Torheim;342;
1733;Sævareid;342;
1734;Grønstad;342;
1735;Espenes;342;
1736;Alfheim;342;
1737;Aarskog;342;
1738;Vie;341;
1739;Frøyen;341;
1740;Forseth;341;
1741;Folgerø;341;
1742;Ebbesen;341;
1743;Wærnes;340;
1744;Skjetne;340;
1745;Grøtting;340;
1746;Betten;340;
1747;Austbø;340;
1748;Arnestad;340;
1749;Aker;340;
1750;Hildre;339;
1751;Helberg;339;
1752;Buvik;339;
1753;Anthonsen;339;
1754;Aamot;339;
1755;Aakvik;339;
1756;Ådland;338;
1757;Wien;338;
1758;Støylen;338;
1759;Langåker;338;
1760;Dyrstad;338;
1761;With;337;
1762;Svardal;337;
1763;Storm;337;
1764;Mannes;337;
1765;Hindenes;337;
1766;Bjørkedal;337;
1767;Tande;336;
1768;Svindland;336;
1769;Sture;336;
1770;Sperre;336;
1771;Nystrøm;336;
1772;Haddeland;336;
1773;Guddal;336;
1774;Bøyum;336;
1775;Barth;336;
1776;Vike;335;
1777;Røyset;335;
1778;Lam;335;
1779;Grønnevik;335;
1780;Forbord;335;
1781;Dalene;335;
1782;Bakk;335;
1783;Afzal;335;
1784;Utsi;334;
1785;Tornes;334;
1786;Furre;334;
1787;Eckhoff;334;
1788;Langø;333;
1789;Kidane;333;
1790;Hoffmann;333;
1791;Glesnes;333;
1792;Angeltveit;333;
1793;Soldal;332;
1794;Sangolt;332;
1795;Reed;332;
1796;Rahimi;332;
1797;Langli;332;
1798;Grønseth;332;
1799;Bjørlo;332;
1800;Augestad;332;
1801;Walstad;331;
1802;Molstad;331;
1803;Misund;331;
1804;Knoph;331;
1805;Høyer;331;
1806;Høines;331;
1807;Finseth;331;
1808;Drage;331;
1809;Anfinsen;331;
1810;Vatn;330;
1811;Skjærvik;330;
1812;Schjetne;330;
1813;Lillestøl;330;
1814;Kvilhaug;330;
1815;Kolstø;330;
1816;Istad;330;
1817;Hosseini;330;
1818;Hellebust;330;
1819;Gjendem;330;
1820;Brøndbo;330;
1821;Bjørkås;330;
1822;Mogstad;329;
1823;Kongshaug;329;
1824;Hoddevik;329;
1825;Forsmo;329;
1826;Folkvord;329;
1827;Eggum;329;
1828;Torbergsen;328;
1829;Støa;328;
1830;Saeed;328;
1831;Oen;328;
1832;Nymark;328;
1833;Nybråten;328;
1834;Kile;328;
1835;Haukaas;328;
1836;Hatland;328;
1837;Graff;328;
1838;Bergem;328;
1839;Astrup;328;
1840;Velle;327;
1841;Tøllefsen;327;
1842;Thompson;327;
1843;Saur;327;
1844;Nornes;327;
1845;Malm;327;
1846;Hesjedal;327;
1847;Hamnes;327;
1848;Fiskvik;327;
1849;Bjerkeli;327;
1850;Aaland;327;
1851;Selmer;326;
1852;Otterstad;326;
1853;Løvland;326;
1854;Kolsrud;326;
1855;Eikås;326;
1856;Dyrdal;326;
1857;Børseth;326;
1858;Voldsund;325;
1859;Tjemsland;325;
1860;Sigvartsen;325;
1861;Opland;325;
1862;Fjermestad;325;
1863;Almli;325;
1864;Østmo;324;
1865;Ryland;324;
1866;Olden;324;
1867;Liseth;324;
1868;Hval;324;
1869;Hanstad;324;
1870;Dyngeland;324;
1871;Bjørndalen;324;
1872;Baltzersen;324;
1873;Nyrud;323;
1874;Martin;323;
1875;Løver;323;
1876;Grongstad;323;
1877;Engeseth;323;
1878;Sheikh;322;
1879;Ravn;322;
1880;Nøkleby;322;
1881;Moldskred;322;
1882;Kjellevold;322;
1883;Jevne;322;
1884;Holmefjord;322;
1885;Furunes;322;
1886;Bækken;322;
1887;Bostad;322;
1888;Shala;321;
1889;Saltnes;321;
1890;Naustdal;321;
1891;Engum;321;
1892;Ekrem;321;
1893;Bjørn;321;
1894;Vedal;320;
1895;Torset;320;
1896;Singstad;320;
1897;Roth;320;
1898;Lyngvær;320;
1899;Bjerkelund;320;
1900;Tvete;319;
1901;Tekle;319;
1902;Midtgård;319;
1903;Melheim;319;
1904;Langlo;319;
1905;Kinn;319;
1906;Gjelstad;319;
1907;Egeli;319;
1908;Dahir;319;
1909;Stendal;318;
1910;Sagmo;318;
1911;Møgster;318;
1912;Lilleby;318;
1913;Kiil;318;
1914;Kavli;318;
1915;Bergset;318;
1916;Vistnes;317;
1917;Stavik;317;
1918;Roos;317;
1919;Monstad;317;
1920;Habbestad;317;
1921;Ekerhovd;317;
1922;Blomberg;317;
1923;Abdulle;317;
1924;Aarsland;317;
1925;Thommesen;316;
1926;Ryan;316;
1927;Moum;316;
1928;Laugen;316;
1929;Hille;316;
1930;Hessen;316;
1931;Gjessing;316;
1932;Feragen;316;
1933;Espelid;316;
1934;Brønstad;316;
1935;Østerås;315;
1936;Østerbø;315;
1937;Wennberg;315;
1938;Nodland;315;
1939;Lyssand;315;
1940;Hotvedt;315;
1941;Frydenberg;315;
1942;Bragstad;315;
1943;Bjørheim;315;
1944;Aksdal;315;
1945;Sørhus;314;
1946;Skullerud;314;
1947;Schou;314;
1948;Nysveen;314;
1949;Mentzoni;314;
1950;Elvebakk;314;
1951;Øglænd;313;
1952;Prestegård;313;
1953;Omholt;313;
1954;Lyse;313;
1955;Gilberg;313;
1956;Duong;313;
1957;Brynjulfsen;313;
1958;Braseth;313;
1959;Bhatti;313;
1960;Ødegården;312;
1961;Skjørestad;312;
1962;Rosenvinge;312;
1963;Minge;312;
1964;Mellum;312;
1965;Lydersen;312;
1966;Heggøy;312;
1967;Haraldseid;312;
1968;Boye;312;
1969;Valvik;311;
1970;Stensvold;311;
1971;Safi;311;
1972;Palm;311;
1973;Mostad;311;
1974;Leistad;311;
1975;Kumar;311;
1976;Huus;311;
1977;Haarberg;311;
1978;Forland;311;
1979;Dagestad;311;
1980;Bakker;311;
1981;Tønder;310;
1982;Soma;310;
1983;Røine;310;
1984;Rødsjø;310;
1985;Langmo;310;
1986;Hjelvik;310;
1987;Fylkesnes;310;
1988;Berhe;310;
1989;Aspenes;310;
1990;Alvheim;310;
1991;Ulven;309;
1992;Søfteland;309;
1993;Langvik;309;
1994;Kvernberg;309;
1995;Kalleberg;309;
1996;Gunnerud;309;
1997;Fjellanger;309;
1998;Fagernes;309;
1999;Sirnes;308;
2000;Saue;308;
2001;Rønnestad;308;
2002;Raastad;308;
2003;Hveding;308;
2004;Hurlen;308;
2005;Horvei;308;
2006;Flatås;308;
2007;Bruvoll;308;
2008;Vogt;307;
2009;Stav;307;
2010;Leonhardsen;307;
2011;Kolås;307;
2012;Aunan;307;
2013;Askim;307;
2014;Vallestad;306;
2015;Trønnes;306;
2016;Stavrum;306;
2017;Skauen;306;
2018;Refsdal;306;
2019;Greve;306;
2020;Fossan;306;
2021;Dehli;306;
2022;Broen;306;
2023;Austnes;306;
2024;Wangberg;305;
2025;Svensli;305;
2026;Sandbakk;305;
2027;Rognmo;305;
2028;Log;305;
2029;Lindhjem;305;
2030;Grøstad;305;
2031;Brattli;305;
2032;Baumann;305;
2033;Akram;305;
2034;Seierstad;304;
2035;Munkvold;304;
2036;Kihle;304;
2037;Kaldestad;304;
2038;Haraldstad;304;
2039;Fiskum;304;
2040;Brunes;304;
2041;Breen;304;
2042;Bjørnå;304;
2043;Birkedal;304;
2044;Aaslund;304;
2045;Ustad;303;
2046;Skjong;303;
2047;Sekse;303;
2048;Sandve;303;
2049;Kraft;303;
2050;Grønningsæter;303;
2051;Aarrestad;303;
2052;Ring;302;
2053;Liknes;302;
2054;Høivik;302;
2055;Farestveit;302;
2056;Buljo;302;
2057;Bakkerud;302;
2058;Skotnes;301;
2059;Skarbø;301;
2060;Sandbæk;301;
2061;Reksten;301;
2062;Noor;301;
2063;Bratsberg;301;
2064;Berre;301;
2065;Tesfay;300;
2066;Skjæret;300;
2067;Skistad;300;
2068;Rana;300;
2069;Molund;300;
2070;Malvik;300;
2071;Klingenberg;300;
2072;Khalid;300;
2073;Bjønnes;300;
2074;Wroldsen;299;
2075;Synnes;299;
2076;Nordanger;299;
2077;Leikvoll;299;
2078;Askvik;299;
2079;Utvik;298;
2080;Nysæther;298;
2081;Leikanger;298;
2082;Hestvik;298;
2083;Heltne;298;
2084;Fjellvang;298;
2085;Drønen;298;
2086;Drabløs;298;
2087;Aspaas;298;
2088;Tøndel;297;
2089;Tonheim;297;
2090;Tidemann;297;
2091;Svendsrud;297;
2092;Sporsheim;297;
2093;Sletner;297;
2094;Overå;297;
2095;Ose;297;
2096;Lærum;297;
2097;Ihle;297;
2098;Bryne;297;
2099;Bjerkås;297;
2100;Øwre;296;
2101;Øverbø;296;
2102;Årvik;296;
2103;Worren;296;
2104;Wiborg;296;
2105;Weiseth;296;
2106;Vollen;296;
2107;Sæterdal;296;
2108;Sundli;296;
2109;Skoge;296;
2110;Rognli;296;
2111;Milde;296;
2112;Lillegård;296;
2113;Lauvås;296;
2114;Algrøy;296;
2115;Welde;295;
2116;Tveite;295;
2117;Storås;295;
2118;Stadheim;295;
2119;Ringvold;295;
2120;Nerdal;295;
2121;Johanson;295;
2122;Fjærli;295;
2123;Dagsland;295;
2124;Blystad;295;
2125;Amiri;295;
2126;Øvergaard;294;
2127;Westlie;294;
2128;Thunes;294;
2129;Serigstad;294;
2130;Risberg;294;
2131;Plassen;294;
2132;Nordsveen;294;
2133;Konradsen;294;
2134;Honningsvåg;294;
2135;Hjelseth;294;
2136;Engvik;294;
2137;Dybdal;294;
2138;Byrkjeland;294;
2139;Visnes;293;
2140;Røsvik;293;
2141;Halleraker;293;
2142;Fossland;293;
2143;Fardal;293;
2144;Bendixen;293;
2145;Winje;292;
2146;Sogn;292;
2147;Lyngmo;292;
2148;Kringstad;292;
2149;Frøseth;292;
2150;Dalhaug;292;
2151;Mikkelborg;291;
2152;Kvalnes;291;
2153;Horten;291;
2154;Holmvik;291;
2155;Hay;291;
2156;Hallan;291;
2157;Furseth;291;
2158;Bremseth;291;
2159;Stjern;290;
2160;Kanestrøm;290;
2161;Hidle;290;
2162;Fallet;290;
2163;Due;290;
2164;Bjerkli;290;
2165;Ulvund;289;
2166;Sundnes;289;
2167;Sandtorv;289;
2168;Nysted;289;
2169;Nesvik;289;
2170;Høye;289;
2171;Hveem;289;
2172;Hemmingsen;289;
2173;Helstad;289;
2174;Hatlem;289;
2175;Dvergsdal;289;
2176;Østgaard;288;
2177;Valberg;288;
2178;Thorud;288;
2179;Solvoll;288;
2180;Kolbjørnsen;288;
2181;Heggernes;288;
2182;Fleischer;288;
2183;Engeland;288;
2184;Bjune;288;
2185;Ytreland;287;
2186;Wulff;287;
2187;Skinstad;287;
2188;Silden;287;
2189;Sakariassen;287;
2190;Rekstad;287;
2191;Lone;287;
2192;Kausar;287;
2193;Helgheim;287;
2194;Haveland;287;
2195;Grue;287;
2196;Fjellestad;287;
2197;Bu;287;
2198;Vatle;286;
2199;Stenerud;286;
2200;Nyquist;286;
2201;Mahmoud;286;
2202;Fuglerud;286;
2203;Framnes;286;
2204;Vedøy;285;
2205;Roksvåg;285;
2206;Robstad;285;
2207;Nybakken;285;
2208;Naas;285;
2209;Lilletvedt;285;
2210;Lillejord;285;
2211;Granly;285;
2212;Figenschou;285;
2213;Ekre;285;
2214;Børstad;285;
2215;Aarum;285;
2216;Sleire;284;
2217;Salih;284;
2218;Røise;284;
2219;Ringnes;284;
2220;Meier;284;
2221;Hegdal;284;
2222;Eidsvik;284;
2223;Tetlie;283;
2224;Sander;283;
2225;Løvlien;283;
2226;Knarvik;283;
2227;Jøssang;283;
2228;Grotle;283;
2229;Ekroll;283;
2230;Trydal;282;
2231;Thygesen;282;
2232;Svanes;282;
2233;Sparby;282;
2234;Saastad;282;
2235;Runde;282;
2236;Norli;282;
2237;Grav;282;
2238;Frøiland;282;
2239;Evenstad;282;
2240;Fanebust;281;
2241;Breistein;281;
2242;Borgan;281;
2243;Bjørgo;281;
2244;Backe;281;
2245;Asp;281;
2246;Vikøren;280;
2247;Tjessem;280;
2248;Skråmestø;280;
2249;Sjøgren;280;
2250;Rønne;280;
2251;Otnes;280;
2252;Nordlien;280;
2253;Mong;280;
2254;Lieng;280;
2255;Leira;280;
2256;Korsvold;280;
2257;Haugum;280;
2258;Hagland;280;
2259;Grønbech;280;
2260;Bilstad;280;
2261;Øyan;279;
2262;Årnes;279;
2263;Willassen;279;
2264;Trengereid;279;
2265;Søiland;279;
2266;Styve;279;
2267;Selvåg;279;
2268;Ringheim;279;
2269;Nistad;279;
2270;Khalil;279;
2271;Helleren;279;
2272;Hashi;279;
2273;Gåsland;279;
2274;Gausdal;279;
2275;Bredal;279;
2276;Sætran;278;
2277;Sæternes;278;
2278;Skadberg;278;
2279;Sandsmark;278;
2280;Rishaug;278;
2281;Repstad;278;
2282;Nevland;278;
2283;Meek;278;
2284;Lysgård;278;
2285;Husevåg;278;
2286;Harnes;278;
2287;Grøneng;278;
2288;Fosshaug;278;
2289;Bell;278;
2290;Sæterbø;277;
2291;Muren;277;
2292;Meisingset;277;
2293;Ludviksen;277;
2294;Kirknes;277;
2295;Grønn;277;
2296;Groth;277;
2297;Rånes;276;
2298;Liabø;276;
2299;Kirkerud;276;
2300;Haver;276;
2301;Hatlevik;276;
2302;Fonn;276;
2303;Fidje;276;
2304;Araya;276;
2305;Yildiz;275;
2306;Vedå;275;
2307;Trulsen;275;
2308;Slette;275;
2309;Sandersen;275;
2310;Nerhus;275;
2311;Moksnes;275;
2312;Hilstad;275;
2313;Halden;275;
2314;Fiskå;275;
2315;Brunvoll;275;
2316;Brodahl;275;
2317;Balstad;275;
2318;Vorland;274;
2319;Røysland;274;
2320;Rømo;274;
2321;Rognes;274;
2322;Kowalczyk;274;
2323;Halleland;274;
2324;Falk;274;
2325;Fagermo;274;
2326;Brobakken;274;
2327;Aagesen;274;
2328;Wiken;273;
2329;Valseth;273;
2330;Sørland;273;
2331;Søgaard;273;
2332;Stålesen;273;
2333;Seljeseth;273;
2334;Helgestad;273;
2335;Grindhaug;273;
2336;Gjerdrum;273;
2337;Dyrøy;273;
2338;Borchgrevink;273;
2339;Bergquist;273;
2340;Bauer;273;
2341;Taranger;272;
2342;Søgård;272;
2343;Røst;272;
2344;Norman;272;
2345;Natvik;272;
2346;Natland;272;
2347;Molvær;272;
2348;Moholt;272;
2349;Lundal;272;
2350;Lindquist;272;
2351;Leren;272;
2352;Hølland;272;
2353;Haji;272;
2354;Fløtre;272;
2355;Eidet;272;
2356;Dyrseth;272;
2357;Devold;272;
2358;Bergo;272;
2359;Becker;272;
2360;Øvereng;271;
2361;Årseth;271;
2362;Smørdal;271;
2363;Sagbakken;271;
2364;Ramsdal;271;
2365;Mirza;271;
2366;Linge;271;
2367;Lindal;271;
2368;Landrø;271;
2369;Kasin;271;
2370;Idsøe;271;
2371;Endal;271;
2372;Bjorøy;271;
2373;Aaby;271;
2374;Ulleberg;270;
2375;Stokland;270;
2376;Solstrand;270;
2377;Rist;270;
2378;Ommedal;270;
2379;Neverdal;270;
2380;Molde;270;
2381;Melsom;270;
2382;Koppang;270;
2383;Kongsvik;270;
2384;Joakimsen;270;
2385;Aurdal;270;
2386;Skaugen;269;
2387;Garcia;269;
2388;Flønes;269;
2389;Fagervik;269;
2390;Drivenes;269;
2391;Bastiansen;269;
2392;Abraham;269;
2393;Øvrelid;268;
2394;Tysnes;268;
2395;Sandvoll;268;
2396;Ryeng;268;
2397;Rafoss;268;
2398;Negård;268;
2399;Natvig;268;
2400;Moseng;268;
2401;Lilleås;268;
2402;Lekven;268;
2403;Kydland;268;
2404;Kløvstad;268;
2405;Hoseth;268;
2406;Heggedal;268;
2407;Haugsvær;268;
2408;Gjengedal;268;
2409;Aglen;268;
2410;Abukar;268;
2411;Tahir;267;
2412;Stormoen;267;
2413;Skåre;267;
2414;Lomeland;267;
2415;Lindvik;267;
2416;Guttorm;267;
2417;Fossmo;267;
2418;Bruheim;267;
2419;Bartnes;267;
2420;Torland;266;
2421;Strandheim;266;
2422;Staff;266;
2423;Skovly;266;
2424;Sjøen;266;
2425;Riiser;266;
2426;Rehman;266;
2427;Nordang;266;
2428;Maurstad;266;
2429;Kjærvik;266;
2430;Kjeldsberg;266;
2431;Karlson;266;
2432;Høgberg;266;
2433;Habberstad;266;
2434;Gjersøe;266;
2435;Carlson;266;
2436;Aasberg;266;
2437;Sundseth;265;
2438;Stenvik;265;
2439;Neteland;265;
2440;Martens;265;
2441;Kverneland;265;
2442;Kvamsdal;265;
2443;Kirkhus;265;
2444;Hepsø;265;
2445;Giæver;265;
2446;Anti;265;
2447;Sikveland;264;
2448;Salberg;264;
2449;Reyes;264;
2450;Nerheim;264;
2451;Lindholm;264;
2452;Kjelsrud;264;
2453;Helset;264;
2454;Gunnes;264;
2455;Fretheim;264;
2456;Finnerud;264;
2457;Yttervik;263;
2458;Wikstrøm;263;
2459;Wiklund;263;
2460;Villanger;263;
2461;Stavland;263;
2462;Skansen;263;
2463;Røkenes;263;
2464;Rystad;263;
2465;Nordgaard;263;
2466;Narum;263;
2467;Miller;263;
2468;Mandal;263;
2469;Hildrum;263;
2470;Halvorsrud;263;
2471;Gjestvang;263;
2472;Følstad;263;
2473;Furset;263;
2474;Elden;263;
2475;Arshad;263;
2476;Vestly;262;
2477;Taksdal;262;
2478;Nordmark;262;
2479;Vevle;261;
2480;Vestrheim;261;
2481;Tronrud;261;
2482;Skramstad;261;
2483;Rovik;261;
2484;Marstein;261;
2485;Hjelde;261;
2486;Hartviksen;261;
2487;Førre;261;
2488;Bøthun;261;
2489;Øvsthus;260;
2490;Vist;260;
2491;Takle;260;
2492;Sørmo;260;
2493;Storheim;260;
2494;Slyngstad;260;
2495;Sinnes;260;
2496;Rustand;260;
2497;Roen;260;
2498;Nordland;260;
2499;Melum;260;
2500;Langfeldt;260;
2501;Kvalø;260;
2502;Høgli;260;
2503;Holta;260;
2504;Haugo;260;
2505;Gjelsten;260;
2506;Aukland;260;
